id,h3_index_7,h3_index_8,geoid10,commarea,poi_type,name,poi_category
354237563,872664c85ffffff,882664c857fffff,17031251700,25,place_of_worship,Christian Faith Missionary Baptist Church,civic_community
354237569,872664cdcffffff,882664cdc7fffff,17031710600,71,place_of_worship,Christian Doctrine Baptist Church,civic_community
354237606,872664c81ffffff,882664c811fffff,17031251800,25,place_of_worship,Christian Service Center,civic_community
354237613,872664564ffffff,8826645645fffff,17031730500,73,place_of_worship,Church of Christ,civic_community
354237690,872664cc2ffffff,882664cc23fffff,17031681200,68,place_of_worship,Christian Hope New Testament Church,civic_community
354237809,872664cb1ffffff,882664cb13fffff,17031191302,19,place_of_worship,Freeman Evangelical Lutheran Church of Chicago,civic_community
354237936,872664cd4ffffff,882664cd4dfffff,17031580502,58,school,Franciscan Sisters School,education
354237948,872664c84ffffff,882664c84bfffff,17031191100,19,place_of_worship,Free Pentecostal Church of the Living God,civic_community
354238094,872664564ffffff,8826645643fffff,17031490901,49,place_of_worship,Church of Today,civic_community
354238120,872664cabffffff,882664cab7fffff,17031841500,29,place_of_worship,Church of the Lord Jesus Christ of the Apostolic Faith,civic_community
354238126,872664c8cffffff,882664c8c9fffff,17031838700,29,place_of_worship,Church of the Living God Temple 93,civic_community
354238192,872664c80ffffff,882664c805fffff,17031251400,25,place_of_worship,Circle Evangelical Free Church,civic_community
354238254,872664c81ffffff,882664c81bfffff,17031260500,26,place_of_worship,Church of Living God,civic_community
354238268,872664c12ffffff,882664c12dfffff,17031051400,5,place_of_worship,Church of the Good News,civic_community
354238290,872664cd0ffffff,882664cd01fffff,17031660302,66,place_of_worship,Church of the Christ Light,civic_community
354238297,872664cacffffff,882664cac5fffff,17031240500,24,place_of_worship,Church of the Comforter,civic_community
354238329,872664c88ffffff,882664c881fffff,17031301801,30,place_of_worship,Church of God,civic_community
354238343,872664cd1ffffff,882664cd1bfffff,17031671600,67,place_of_worship,Church of God,civic_community
354238369,872664c80ffffff,882664c809fffff,17031250700,25,place_of_worship,Church of Christ,civic_community
354238455,872664c8cffffff,882664c8c3fffff,17031292400,29,place_of_worship,Greater Whitestone Missionary Baptist Church,civic_community
354238495,872664c8cffffff,882664c8c1fffff,17031838700,29,place_of_worship,Greater Sweet Home Missionary Baptist Church,civic_community
354238508,872664caaffffff,882664caa5fffff,17031260300,26,place_of_worship,Greater Mount Nebo Baptist Church,civic_community
354238569,872664c81ffffff,882664c811fffff,17031252202,25,place_of_worship,Greater New Birth Church of God in Christ,civic_community
354238604,872664cccffffff,882664ccc3fffff,17031460500,46,place_of_worship,Greater Mount Pleasant Missionary Baptist Church,civic_community
354239190,872664560ffffff,8826645609fffff,17031491400,49,place_of_worship,Greater House of God,civic_community
354239217,872664c85ffffff,882664c859fffff,17031230600,23,kindergarten,Incarnation Head Start Center,education
354239251,872664c8cffffff,882664c8cbfffff,17031291200,29,place_of_worship,Greater Faith Temple Church of God in Christ,civic_community
354239297,872664c8cffffff,882664c8c1fffff,17031838700,29,artwork,Independence Square Fountain,entertainment
354239336,872664cabffffff,882664cab5fffff,17031843100,29,place_of_worship,Instant Deliverance Church of God in Christ,civic_community
354239349,872664cf6ffffff,882664cf61fffff,17031310800,31,place_of_worship,Iglesia Casa de Dias,civic_community
354239400,872664ccaffffff,882664cca7fffff,17031490600,49,place_of_worship,Grace Temple Church of God Established in Christ,civic_community
354239418,872664cb0ffffff,882664cb03fffff,17031180100,18,place_of_worship,Grace Evangelical Free Church,civic_community
354240988,872664cf5ffffff,882664cf51fffff,17031839200,35,school,Saint James School,education
354241000,872664c8cffffff,882664c8cdfffff,17031290900,29,place_of_worship,Saint James Church of God in Christ,civic_community
354241010,872664c13ffffff,882664c13dfffff,17031071100,7,school,Saint James Lutheran School,education
354241092,872664cf5ffffff,882664cf55fffff,17031340400,34,place_of_worship,Saint Jerome's Croatian Catholic Church,civic_community
354241103,872664c81ffffff,882664c815fffff,17031251800,25,place_of_worship,Saint John Church of God in Christ,civic_community
354241109,872664564ffffff,8826645649fffff,17031490800,49,place_of_worship,Saint John De La Salle Roman Catholic Church,civic_community
354241222,872664d88ffffff,882664d881fffff,17031030900,77,school,Saint Gregory Grade School,education
354241227,872664d88ffffff,882664d881fffff,17031030900,77,school,Saint Gregory Preschool,education
354241530,872664cabffffff,882664cab1fffff,17031838600,29,place_of_worship,Saint Luke Church of God in Christ,civic_community
354241535,872664c8dffffff,882664c8d1fffff,17031300900,30,school,Saint Ludmilla School,education
354241540,872664c8dffffff,882664c8d1fffff,17031300900,30,place_of_worship,Saint Ludmillas Roman Catholic Church,civic_community
354241574,872664caeffffff,882664cae9fffff,17031240800,24,place_of_worship,Saint Lukes United Church of Christ,civic_community
354241625,872664cd8ffffff,882664cd8bfffff,17031711400,71,place_of_worship,Progressive Beulah Pentecostal Church,civic_community
354241635,872664c8cffffff,882664c8cdfffff,17031261000,26,place_of_worship,Prince of Peace Church of God in Christ,civic_community
354241664,872664ca3ffffff,882664ca31fffff,17031200402,20,school,Prince of Peace Lutheran School,education
354241743,872664ccdffffff,882664ccd1fffff,17031460600,46,place_of_worship,Saint Joseph Catholic Church,civic_community
354241778,872664c81ffffff,882664c815fffff,17031252102,25,place_of_worship,Saint Jude Spiritual Church,civic_community
354241791,872664c81ffffff,882664c815fffff,17031251800,25,place_of_worship,Saint Jude Church of God in Christ,civic_community
354241816,872664cd1ffffff,882664cd1bfffff,17031671300,67,place_of_worship,Saint Justin Martyr Catholic Church,civic_community
354241828,872664cf4ffffff,882664cf45fffff,17031310300,31,school,Pros Arts Studio,education
354241916,872664cacffffff,882664cac1fffff,17031241400,24,place_of_worship,Rehoboth Christian Church,civic_community
354241950,872664cabffffff,882664cab7fffff,17031843100,29,place_of_worship,Revelation Church of God in Christ,civic_community
354242012,872664cd1ffffff,882664cd19fffff,17031671200,67,place_of_worship,Rainbow Church of Faith,civic_community
354242082,872664cb5ffffff,882664cb53fffff,17031150700,15,school,Portage Park Day Nursery,education
354242252,872664cabffffff,882664cab9fffff,17031282700,28,place_of_worship,Precious Blood Roman Catholic Church,civic_community
354242272,872664cacffffff,882664cacdfffff,17031240500,24,school,Puerto Rican High School,education
354242447,872664c83ffffff,882664c83bfffff,17031252102,25,place_of_worship,Risen Valley Mission Church of God in Christ,civic_community
354242550,872664cd0ffffff,882664cd01fffff,17031660302,66,place_of_worship,Rumanian Pentecostal Assembly,civic_community
354242667,872664cdbffffff,882664cdb7fffff,17031720300,72,school,The Reading House,education
354242674,872664c85ffffff,882664c855fffff,17031251000,25,place_of_worship,Redeem Tabernacle Church of God in Christ,civic_community
354243253,872664cacffffff,882664cac7fffff,17031242300,24,place_of_worship,Hoyne Avenue Wesleyan Church,civic_community
354243261,872664560ffffff,8826645639fffff,17031530501,53,place_of_worship,Hyde Park African Methodist Episcopal Church,civic_community
354243939,872664c85ffffff,882664c857fffff,17031251700,25,place_of_worship,Saint Andrews Missionary Baptist Church,civic_community
354243984,872664cabffffff,882664cab5fffff,17031843100,29,place_of_worship,Saint Anthony Spiritual Church,civic_community
354243996,872664cc8ffffff,882664cc81fffff,17031480300,48,place_of_worship,Saint Ailbes Roman Catholic Church,civic_community
354244031,872664cabffffff,882664cab7fffff,17031843100,29,place_of_worship,Saint Agatha's Roman Catholic Church,civic_community
354244048,872664cabffffff,882664cab7fffff,17031843100,29,school,Saint Agatha's School,education
354244142,872664cdcffffff,882664cdc9fffff,17031681100,68,school,Sacred Heart School,education
354244158,872664c8cffffff,882664c8c9fffff,17031291200,29,place_of_worship,House of Prayer Church of God in Christ,civic_community
354244194,872664cc6ffffff,882664cc61fffff,17031843800,61,place_of_worship,House of Prayer for All People,civic_community
354244216,872664560ffffff,8826645609fffff,17031491400,49,place_of_worship,House of Inspiration Church of God in Christ,civic_community
354244231,872664cabffffff,882664cabdfffff,17031271800,27,school,Saint Francis Cabrini Learning Center,education
354244288,872664caeffffff,882664cae9fffff,17031241000,24,place_of_worship,Saint Fidelis Roman Catholic Church,civic_community
354244305,872664cf1ffffff,882664cf19fffff,17031835900,38,school,Saint Elizabeth School,education
354244322,872664cf1ffffff,882664cf19fffff,17031835900,38,kindergarten,Saint Elizabeth Headstart,education
354244366,872664cc5ffffff,882664cc57fffff,17031834400,42,kindergarten,Saint Clara Headstart,education
354244446,872664cceffffff,882664cce7fffff,17031440300,44,school,Saint Clotildes School,education
354244469,872664ccdffffff,882664ccd1fffff,17031460600,46,place_of_worship,Saint Bronislava Catholic Church,civic_community
354244528,872664cc3ffffff,882664cc31fffff,17031691100,69,school,Saint Carthage School,education
354245068,872664caaffffff,882664caabfffff,17031271200,27,school,Our Lady of Sorrows School,education
354245113,872664c85ffffff,882664c851fffff,17031842100,23,school,Our Lady of Perpetual Help School,education
354245139,872664cf6ffffff,882664cf65fffff,17031841300,31,place_of_worship,Our Lady of Vilna Roman Catholic Church,civic_community
354245155,872664ccdffffff,882664ccc3fffff,17031460500,46,school,Oxford Community Center for Academics,education
354245210,872664560ffffff,882664560bfffff,17031530100,53,place_of_worship,Pilgrim Church of God in Christ,civic_community
354245244,872664d8bffffff,882664d8b3fffff,17031050100,5,place_of_worship,Pilgrim Lutheran Church,civic_community
354245271,872664c80ffffff,882664c847fffff,17031250700,25,place_of_worship,Pine Avenue United Church,civic_community
354245354,872664cdcffffff,882664cdc7fffff,17031710300,71,music_school,Portias Piano Methods School,education
354245376,872664d8affffff,882664d8adfffff,17031020701,2,language_school,Peiraikon Hellenic School,education
354245391,872664cccffffff,882664ccc3fffff,17031460500,46,place_of_worship,Paxton Avenue Church of Christ,civic_community
354245431,872664c81ffffff,882664caa5fffff,17031260700,26,place_of_worship,Pentecostal House of Prayer,civic_community
354245575,872664cd5ffffff,882664cd53fffff,17031670700,67,school,Philadelphia Church of God in Christ School,education
354245625,872664cd8ffffff,882664cd8bfffff,17031711100,71,school,L H Day School,education
354245695,872664ccdffffff,882664ccd5fffff,17031460400,46,place_of_worship,Mount Helm Missionary Baptist Church,civic_community
354245711,872664cd8ffffff,882664cd81fffff,17031711100,71,place_of_worship,Mount Helm Missionary Baptist Church,civic_community
354245734,872664560ffffff,882664560bfffff,17031491400,49,place_of_worship,Mosque of Umar,civic_community
354245745,872664c80ffffff,882664c801fffff,17031251500,25,place_of_worship,Mount Calvary Church of God in Christ,civic_community
354245794,872664564ffffff,8826645641fffff,17031490700,49,place_of_worship,Mount Calvary Interdenominational Church,civic_community
354245810,872664cd8ffffff,882664cd89fffff,17031711100,71,place_of_worship,Mount Carmel Children of God Church,civic_community
354245965,872664cd8ffffff,882664cd8bfffff,17031711000,71,school,Lenas Artistic Beauty College,education
354245971,872664c80ffffff,882664c803fffff,17031252000,25,place_of_worship,Lily of the Valley Baptist Church,civic_community
354246015,872664c12ffffff,882664c129fffff,17031062800,6,school,The Learning Exchange,education
354246042,872664cacffffff,882664cac7fffff,17031242300,24,place_of_worship,New Hope Bible Church,civic_community
354246162,872664d8cffffff,882664d8c7fffff,17031830600,1,school,Lawrence Hall School for Boys,education
354246167,872664c8cffffff,882664c8c3fffff,17031292400,29,place_of_worship,Lawndale Community Church,civic_community
354246252,872664ca8ffffff,882664ca89fffff,17031243100,24,school,Lake Shore Seventh Day Adventist School,education
354246293,872664ca5ffffff,882664ca5bfffff,17031050700,5,place_of_worship,Lakeview Bible Truth Assembly Church,civic_community
354246309,872664cd5ffffff,882664cd55fffff,17031835100,63,place_of_worship,Lithuanian Jesuit Fathers Roman Catholic Church,civic_community
354246387,872664caeffffff,882664cae1fffff,17031230900,23,kindergarten,Luis Munoz Marin Primary Center,education
354246399,872664c1effffff,882664c1e1fffff,17031081201,8,college,Loyola Law School,education
354246404,872664ca2ffffff,882664ca27fffff,17031190701,19,school,Logan Day Care Center for Retarded Children,education
354246485,872664cd8ffffff,882664cdd5fffff,17031711000,71,place_of_worship,Love and Unity Prayer Chapel,civic_community
354246511,872664c8cffffff,882664c8c7fffff,17031290900,29,place_of_worship,Healing Temple of God,civic_community
354246549,872664c8cffffff,882664c8c1fffff,17031838700,29,kindergarten,Herzl Child-Parent Center,education
354246590,872664caaffffff,882664caabfffff,17031837000,27,place_of_worship,Rose of Sharon Community Baptist Church,civic_community
354246611,872664560ffffff,8826645609fffff,17031491300,49,place_of_worship,Roseland Bible Church,civic_community
354246640,872664560ffffff,8826645609fffff,17031491300,49,place_of_worship,Roseland Free Christian Center,civic_community
354246646,872664564ffffff,8826645643fffff,17031490902,49,place_of_worship,Roseland Faith Temple Church of God in Christ,civic_community
354246669,872664c8cffffff,882664c8cdfffff,17031843000,29,place_of_worship,Healing Temple Church of God in Christ,civic_community
354246674,872664564ffffff,8826645643fffff,17031490901,49,place_of_worship,Holy Mount Zion Pentecostal Church,civic_community
354246678,872664c81ffffff,882664c815fffff,17031251800,25,place_of_worship,Holy Mission Church of God in Christ,civic_community
354246712,872664cd4ffffff,882664cd4dfffff,17031580502,58,school,Holy Martyrs School,education
354246733,872664c8cffffff,882664c8cdfffff,17031290900,29,place_of_worship,Holy Family Spiritual Temple,civic_community
354246739,872664cdcffffff,882664cdc7fffff,17031710500,71,childcare,Highland Educational Day Care Center,education
354246756,872664c80ffffff,882664c805fffff,17031251400,25,place_of_worship,Highway of Holiness Pentecostal Church,civic_community
354246869,872664cc2ffffff,882664cc23fffff,17031681100,68,place_of_worship,Holy Trinity Non-Sectarian Temple,civic_community
354246897,872664cc2ffffff,882664cdc9fffff,17031681100,68,place_of_worship,Holy Nazarene Tabernacle,civic_community
354246902,872664c8dffffff,882664c8c3fffff,17031300600,30,place_of_worship,Holy Rock Healing Temple,civic_community
354246959,872664cdcffffff,882664cdc7fffff,17031710500,71,place_of_worship,Holly Memorial Temple,civic_community
354246965,872664cdcffffff,882664cdc7fffff,17031710400,71,childcare,Highland Day Care Center,education
354246975,872664ca2ffffff,882664ca21fffff,17031190200,19,place_of_worship,Holy Communion Lutheran Church,civic_community
354246983,872664c80ffffff,882664c81dfffff,17031251600,25,place_of_worship,Holy City Church of God in Christ,civic_community
354247024,872664560ffffff,8826645607fffff,17031530200,53,place_of_worship,Holy Trinity Community Church,civic_community
354247263,872664ca2ffffff,882664ca2dfffff,17031190200,19,school,Northwestern Business College,education
354247326,872664ca8ffffff,882664ca8dfffff,17031242900,24,school,Holy Rosary School,education
354247342,872664cabffffff,882664cab1fffff,17031271800,27,place_of_worship,Holy Temple True Church of Christ,civic_community
354247353,872664c8cffffff,882664c8c3fffff,17031841400,29,place_of_worship,Holy Temple Followers of Jesus Christ,civic_community
354247359,872664cc3ffffff,882664cc37fffff,17031691200,69,place_of_worship,Holy Temple Evangelistic Church of God in Christ,civic_community
354247484,872664caeffffff,882664caedfffff,17031230900,23,place_of_worship,North Avenue Baptist Church,civic_community
354247545,872664d8affffff,882664d8a5fffff,17031831800,13,school,North Park Elementary School,education
354247565,872664ca9ffffff,882664ca99fffff,17031832900,28,school,Notre Dame School,education
354247688,872664c13ffffff,882664c13dfffff,17031832600,7,music_school,Old Town School of Folk Music,education
354247693,872664c13ffffff,882664c115fffff,17031071500,7,school,Old Town Triangle Art Center,education
354247696,872664c8cffffff,882664c8c1fffff,17031838700,29,school,Olive Child-Parent Center,education
354247700,872664c81ffffff,882664c819fffff,17031251800,25,place_of_worship,One Way Apostolic Church of God,civic_community
354247773,872664c80ffffff,882664c801fffff,17031251200,25,place_of_worship,Northside Church of God in Christ,civic_community
354247778,872664cdcffffff,882664cdc3fffff,17031710700,71,place_of_worship,North Wells Gospel Mission,civic_community
354247841,872664c80ffffff,882664c80bfffff,17031251600,25,place_of_worship,Old Path Church of God in Christ,civic_community
354247863,872664cc2ffffff,882664cc23fffff,17031681100,68,place_of_worship,Ogden Park Congregation of Jehovahs Witnesses,civic_community
354247940,872664cdcffffff,882664cdcdfffff,17031671800,67,place_of_worship,Original Church of God,civic_community
354247951,872664cacffffff,882664ca13fffff,17031240600,24,place_of_worship,Our Lady of Algona Catholic Church,civic_community
354247968,872664cdcffffff,882664cdc7fffff,17031710700,71,place_of_worship,Original Church of Jesus Christ,civic_community
354247973,872664cdcffffff,882664cdc3fffff,17031710800,71,place_of_worship,Original Glorious Apostolic Faith Church,civic_community
354247979,872664c1affffff,882664c1adfffff,17031839100,32,music_school,Opera School of Chicago,education
354248009,872664c10ffffff,882664c107fffff,17031071200,7,childcare,Park West Cooperative Nursery School,education
354248062,872664c16ffffff,882664c167fffff,17031062500,6,place_of_worship,Parish of Reconciliation,civic_community
354248081,872664564ffffff,882664564bfffff,17031490902,49,school,Park Vernon Learning Academy,education
354248145,872664cacffffff,882664cacbfffff,17031242000,24,school,Oak Therapeutic School,education
354250066,872664cabffffff,882664c8cbfffff,17031841500,29,place_of_worship,Siloam Baptist Church,civic_community
354250076,872664cd1ffffff,882664cd19fffff,17031670600,67,place_of_worship,Shining Light Baptist Church,civic_community
354250083,872664cc3ffffff,882664cc39fffff,17031690400,69,kindergarten,Shiloh Nursery,education
354250089,872664cf6ffffff,882664cf69fffff,17031310800,31,place_of_worship,Shrine of Saint Jude Thaddeus,civic_community
354250138,872664cd1ffffff,882664cd19fffff,17031670600,67,place_of_worship,Shield of Faith Baptist Church,civic_community
354253013,872664cdcffffff,882664cdcdfffff,17031671900,67,place_of_worship,First Mennonite Church,civic_community
354253018,872664cabffffff,882664cab7fffff,17031841500,29,place_of_worship,Holy Sanctuary Community Church,civic_community
354258648,872664cdcffffff,882664cdc3fffff,17031710700,71,place_of_worship,Faith Pentecostal Holiness Church,civic_community
354258672,872664c84ffffff,882664c847fffff,17031250300,25,place_of_worship,Faith Restoration Miracle Church,civic_community
354258683,872664cdcffffff,882664cdc7fffff,17031710700,71,place_of_worship,Faith Revival Center Church,civic_community
354258876,872664c12ffffff,882664c12bfffff,17031071000,7,artwork,Vincent de Paul with two students,entertainment
354259107,872664564ffffff,8826645647fffff,17031491000,49,place_of_worship,First General Assembly Church,civic_community
354259186,872664cceffffff,882664ccedfffff,17031440201,44,place_of_worship,First Cumberland Presbyterian Church,civic_community
354259289,872664cf2ffffff,882664cf3dfffff,17031590700,59,school,Felician Sisters School,education
354259316,872664cc8ffffff,882664cc83fffff,17031510300,51,school,Fellowship Christian Academy,education
354268685,872664cdcffffff,882664cdc3fffff,17031710800,71,place_of_worship,Victory Apostolic Faith Church,civic_community
354268702,872664c8dffffff,882664c8d5fffff,17031301600,30,place_of_worship,Village Gospel Center,civic_community
354268803,872664c8cffffff,882664c8c9fffff,17031843000,29,place_of_worship,Upper Room Spiritual Church,civic_community
354269972,872664c8dffffff,882664c8ddfffff,17031841400,29,place_of_worship,Westlawn Gospel Chapel,civic_community
354270054,872664c85ffffff,882664c855fffff,17031251000,25,place_of_worship,Way of Holiness Church of God in Christ,civic_community
354270136,872664c8cffffff,882664c8c7fffff,17031290900,29,place_of_worship,Way of Truth Church of God in Christ,civic_community
354270211,872664c8cffffff,882664c8c3fffff,17031841400,29,place_of_worship,Wesley Chapel Community Spiritual Church,civic_community
354270318,872664521ffffff,8826645217fffff,17031640600,64,school,Wesleyan Missionary Academy,education
354270756,872664c81ffffff,882664c811fffff,17031251800,25,place_of_worship,West End Baptist Church,civic_community
354270833,872664cc2ffffff,882664cc25fffff,17031834900,67,place_of_worship,United Church of Holiness,civic_community
354270881,872664c8cffffff,882664c8c3fffff,17031841400,29,place_of_worship,Universal Temple of Truth Spiritual Church,civic_community
354270888,872664cc6ffffff,882664cc6dfffff,17031843800,61,place_of_worship,Unity of Love Baptist Church,civic_community
354270895,872664c80ffffff,882664c801fffff,17031251400,25,place_of_worship,Unity of Love Church,civic_community
354270909,872664cd1ffffff,882664cd1bfffff,17031671200,67,place_of_worship,Unity Tabernacle Church,civic_community
354270917,872664cc2ffffff,882664cc23fffff,17031681100,68,place_of_worship,Unity Church of God in Christ,civic_community
354270930,872664c81ffffff,882664c81dfffff,17031251800,25,place_of_worship,Unity Fellowship Baptist Church,civic_community
354270999,872664c81ffffff,882664c81dfffff,17031251600,25,place_of_worship,Unity Church of God and Christ,civic_community
354271250,872664cabffffff,882664cabdfffff,17031271800,27,place_of_worship,Zion Travelers Missionary Baptist Church,civic_community
354271257,872664ca8ffffff,882664ca87fffff,17031837400,27,place_of_worship,Zion Temple Pentecostal Church,civic_community
354271297,872664c8cffffff,882664c8c1fffff,17031290900,29,place_of_worship,Zion Temple Church of God and Christ,civic_community
354271320,872664cdcffffff,882664cdc7fffff,17031710300,71,childcare,Zion Hill Day Care Center School,education
354271328,872664cdcffffff,882664cdc7fffff,17031710300,71,place_of_worship,Zion Hill Missionary Baptist Church,civic_community
354271359,872664c16ffffff,882664c161fffff,17031061500,6,place_of_worship,Young Seang Korean Church of Chicago,civic_community
354271366,872664cc2ffffff,882664cc27fffff,17031681100,68,place_of_worship,Zion City Missionary Baptist Church,civic_community
354271654,872664c8dffffff,882664c8ddfffff,17031841500,29,place_of_worship,The Young Church,civic_community
354271685,872664caeffffff,882664cae5fffff,17031230700,23,place_of_worship,Youth Center Church of God in Christ,civic_community
354271764,872664c85ffffff,882664c851fffff,17031842100,23,school,Westside Preparatory School,education
354272060,872664c81ffffff,882664c813fffff,17031260500,26,place_of_worship,Sunrise Baptist Church,civic_community
354272088,872664cd0ffffff,882664cd0bfffff,17031835000,66,school,Study Progress School,education
354272137,872664cdbffffff,882664cdb9fffff,17031730300,73,place_of_worship,Southside Unity Center of Christianity,civic_community
354272150,872664cc2ffffff,882664cc27fffff,17031681100,68,childcare,Southtown Day Care Center,education
354272248,872664560ffffff,8826645601fffff,17031491300,49,place_of_worship,Tabernacle of Zion of the Apostolic Faith,civic_community
354272300,872664c16ffffff,882664c161fffff,17031061500,6,place_of_worship,Taehyun Korean Presbyterian Church,civic_community
354272322,872664cd4ffffff,882664cd43fffff,17031630500,63,kindergarten,Teddy Bear Pre-School,education
354272329,872664cc1ffffff,882664cc17fffff,17031691400,69,dojo,Tanksons Martial Arts Academy,leisure_sports
354272342,872664cd2ffffff,882664cd23fffff,17031650302,65,school,Teddy Bear Pre-School #3,education
354272369,872664cd5ffffff,882664cd5bfffff,17031670100,67,place_of_worship,Stone Temple Church of God in Christ,civic_community
354272377,872664cc2ffffff,882664cc25fffff,17031671100,67,place_of_worship,Strangers Home Missionary Baptist Church,civic_community
354272383,872664cd8ffffff,882664cd83fffff,17031730300,73,place_of_worship,Stratford Revival Center Southside Move of God Church,civic_community
354272471,872664560ffffff,882664560bfffff,17031530100,53,place_of_worship,Sound of Praise Evangelistic Center,civic_community
354272544,872664cc2ffffff,882664cc23fffff,17031681100,68,place_of_worship,Solid Rock Missionary Bapist Church,civic_community
354272550,872664cb1ffffff,882664cb11fffff,17031190601,19,school,Socrates Greek-American Elementary School,education
354272563,872664ca2ffffff,882664ca21fffff,17031190200,19,place_of_worship,Smyrna Korean Presbyterian Church,civic_community
354272652,872664c88ffffff,882664c8c7fffff,17031843400,29,place_of_worship,Shiloh Apostolic Deliverance Church,civic_community
354272667,872664cf2ffffff,882664cf2bfffff,17031840400,59,place_of_worship,Seventh Day Adventist South Spanish Church,civic_community
354272688,872664d8affffff,882664d8a1fffff,17031040300,4,school,7th Day Adventist North Shore School,education
354272724,872664cd5ffffff,882664cd53fffff,17031670800,67,place_of_worship,Spirit of Love Missionary Baptist Church,civic_community
354272736,872664cd1ffffff,882664cc25fffff,17031671200,67,place_of_worship,Spirit of Truth Church,civic_community
354272761,872664c80ffffff,882664c80dfffff,17031251300,25,place_of_worship,Spirtual Israel Church,civic_community
354272775,87266452dffffff,88266452dbfffff,17031700401,70,school,Southwest School of Business,education
354272790,872664cd3ffffff,882664cd3dfffff,17031660400,66,kindergarten,Southwest Cooperative Pre-School,education
354272828,872664cf0ffffff,882664cf09fffff,17031600400,60,school,Special Religious Education Division (SPRED),education
354272869,872664c12ffffff,882664c123fffff,17031832500,7,school,Sisters of Nazareth School,education
354272877,872664cf5ffffff,882664cf55fffff,17031340500,34,school,Sisters of Notre Dame School,education
354272939,872664ca9ffffff,882664ca97fffff,17031842900,28,school,Simpson Academy for Young Women,education
354272981,872664c88ffffff,882664c889fffff,17031843400,29,place_of_worship,True Tabernacle Church of God,civic_community
354273156,872664cc1ffffff,882664cc17fffff,17031691400,69,childcare,Topsy Turby Nursery and Kindergarten,education
354273170,872664cd8ffffff,882664cd89fffff,17031711200,71,place_of_worship,Saint Mark Pentecostal Church of Holiness,civic_community
354273195,872664cabffffff,882664cab1fffff,17031838600,29,place_of_worship,Saint Marks Lutheran Church,civic_community
354273258,872664c81ffffff,882664c83bfffff,17031831400,25,place_of_worship,Saint Mary Church of God in Christ,civic_community
354273279,872664cacffffff,882664cac7fffff,17031242500,24,school,Saint Mark Headstart Center,education
354273322,872664cdcffffff,882664cdc7fffff,17031710400,71,place_of_worship,Truth Bethesda Missionary Baptist Church,civic_community
354273362,872664cdcffffff,882664cdcdfffff,17031672000,67,place_of_worship,True Church of Christ Devine,civic_community
354273371,872664cdcffffff,882664cdc7fffff,17031710400,71,place_of_worship,True Church of Holiness,civic_community
354273378,872664c88ffffff,882664c889fffff,17031843400,29,place_of_worship,True Tabernacle,civic_community
354273393,872664c85ffffff,882664c80bfffff,17031251600,25,place_of_worship,True Macedonia Missionary Baptist Church,civic_community
354273421,872664cabffffff,882664cab5fffff,17031841500,29,place_of_worship,Temple of Christ,civic_community
354273454,872664ca2ffffff,882664ca27fffff,17031190701,19,school,Tiny Tots Day Care Center,education
354273767,872664ca5ffffff,882664c165fffff,17031050600,5,school,Tiddley Wink Pre-School,education
354273780,872664cd8ffffff,882664cd85fffff,17031711200,71,kindergarten,Three Kittens Day Nursery and Kindergarten,education
354273823,872664c8cffffff,882664c8cbfffff,17031841500,29,place_of_worship,Thompson Hopewell Baptist Church,civic_community
354273851,872664c8cffffff,882664c8c1fffff,17031838700,29,place_of_worship,Tabernacle Church of God,civic_community
354273857,872664c8cffffff,882664c8cbfffff,17031841500,29,place_of_worship,Tabernacle Church of Perfect Love,civic_community
354273870,872664c81ffffff,882664c813fffff,17031261000,26,place_of_worship,Sweet Kingdom Baptist Church,civic_community
354273917,872664cdcffffff,882664cdc7fffff,17031710300,71,place_of_worship,Sweet Holy Spirit Missionary Baptist Church,civic_community
354273992,872664564ffffff,8826645641fffff,17031490902,49,place_of_worship,Trinity All Nations Church,civic_community
354274056,872664c12ffffff,882664c12bfffff,17031070400,7,school,Theatre Shoppe Backstage,education
354274090,872664c85ffffff,882664c85bfffff,17031231200,23,kindergarten,Terry Town Nursery School and Kindergarten,education
354274104,872664c80ffffff,882664c80bfffff,17031251600,25,place_of_worship,Temple of Spiritual Truth,civic_community
354274117,872664caeffffff,882664cae5fffff,17031230700,23,place_of_worship,Templo Voces Espiritules,civic_community
354274131,872664d99ffffff,882664d99bfffff,17031831800,13,school,Telshe Yeshiva,education
354274159,872664c8dffffff,882664c8ddfffff,17031841600,29,place_of_worship,Saint Peter All Nation Pentecostal Church of God,civic_community
354274180,872664c80ffffff,882664c80bfffff,17031251600,25,place_of_worship,Progressive True-Vine MB Church,civic_community
354274287,872664565ffffff,8826645657fffff,17031530100,53,place_of_worship,Saint Peters Spiritual Church of Faith,civic_community
354274493,872664c8cffffff,882664c8c9fffff,17031843000,29,place_of_worship,Greater Calvary Spiritual Church,civic_community
354274747,872664cd9ffffff,882664cd99fffff,17031730100,73,place_of_worship,Saint Matthew-Gordon African Methodist Episcopal Zion Church,civic_community
354274765,872664cacffffff,882664cac7fffff,17031242400,24,school,Saint Mary of Nazareth Hospital School of Nursing,education
354274789,872664cf0ffffff,882664cf01fffff,17031600900,60,school,Saint Mary of Perpetual Help Elementary School,education
354274804,87266456effffff,88266456ebfffff,17031540101,54,school,Saint Mary's School,education
354274929,872664cdcffffff,882664cdc7fffff,17031710500,71,place_of_worship,Saint Michael Church,civic_community
