geoid10,poi_count,count_poi_types,poi_type_list,poi_list
17031320600,95,41,"restaurant, ferry_terminal, fast_food, library, cafe, fast_food, restaurant, cafe, supermarket, restaurant, chemist, atm, hairdresser, pet, convenience, bicycle_rental, cafe, artwork, bicycle, museum, restaurant, bicycle_rental, restaurant, convenience, convenience, restaurant, beauty, cafe, alcohol, bar, cafe, restaurant, bar, restaurant, cafe, restaurant, restaurant, artwork, restaurant, fast_food, ice_cream, hotel, clinic, hotel, atm, restaurant, fast_food, childcare, beauty, tattoo, veterinary, beauty, fast_food, gift, cannabis, gallery, restaurant, massage, artwork, fast_food, restaurant, post_office, cafe, restaurant, bank, bank, fast_food, fast_food, fast_food, storage_rental, restaurant, fast_food, pastry, fast_food, information, massage, artwork, college, hotel, hotel, storage_rental, events_venue, hotel, theatre, nightclub, power_tools, hotel, theatre, artwork, ticket, university, taxi, hotel, bicycle_rental, fast_food","Eleven City Diner, Museum Campus, Jimmy John's, Columbia College Chicago Library, Molly’s Cupcakes, Five Guys, Lou Malnati's Pizzeria, Sweet Bean, Trader Joe's, Yolk - South Loop, Walgreens, Chase, Hair Cuttery, Kriser's, 7-Eleven, Indiana Ave & Roosevelt Rd, Peet's Coffee, Aaron Ward Montgomery Bust, Golas & Sons Bike Shop, The Museum of Contemporary Photography, Burger Bar Chicago - South Loop, Michigan Ave & 8th St, Honeyberry Cafe, Astoria Marketplace, Burnham Mart, Taco Madre, Paradise Unisex Spa, LaSalle Cafe Luna, Warehouse Liquors, 720 South Bar & Grill, Herb N’ Kitchen, Himalayan Restaurant, Kitty O’Shea’s, Lowcountry South Loop, Market By The Blackstone, Mercat a la Planxa, Niu B, Art of Pizza, Dunkin', Baskin-Robbins, Homewood Suites by Hilton - Chicago Downtown South Loop, Physicians Immediate Care, Hilton Garden Inn Chicago Downtown South Loop, Jet's Pizza, Chipotle, A Child’s Space, Lillian Dion, Code of Conduct, Burnham Park Animal Hospital, J’s Blossom Nail Spa, Devil Dawgs, Kpop Nara, Grasshopper Club, Glass Curtain Gallery, Shang Noodle, The Now, Conrad Hilton, Burger Alley, Thai Spoon and Sushi, FedEx Office, Le Petit Cafe, Grant Park Bistro, New City Bank, Chase, Subway, Paris Baguette, Tilly Bagel Shop, Extra Space Storage, Lao Sze Chuan, Harold's Chicken Shack, Insomnia Cookies, Elements Massage, Agora, Columbia College Chicago, Travelodge Chicago, The Blackstone, Autograph Collection, U-Stor-It, Hilton Conference Hall, Best Western Grant Park Hotel, Merle Reskin Theatre, Buddy Guy's Legends, Hilti, Le Méridien Essex, Getz Theater, John Alexander Logan Monument, Shoreline Water Taxi, East West University, Chicago Hilton & Towers, Wabash Ave & 9th St, Dunkin'"
17031330100,180,53,"artwork, artwork, artwork, information, fast_food, ice_cream, fast_food, bicycle_rental, bicycle_rental, bicycle_rental, atm, bicycle_rental, bicycle_rental, restaurant, artwork, artwork, artwork, artwork, viewpoint, social_facility, cafe, viewpoint, artwork, artwork, dentist, bicycle_rental, bicycle_rental, bar, place_of_worship, restaurant, restaurant, bar, bar, bar, bar, bar, cafe, restaurant, bar, restaurant, bar, fast_food, bicycle_rental, viewpoint, cafe, attraction, attraction, attraction, attraction, attraction, artwork, bus_station, bus_station, taxi, fast_food, fast_food, cafe, bus_station, artwork, cafe, restaurant, restaurant, information, biergarten, gallery, artwork, artwork, restaurant, information, clinic, artwork, clothes, place_of_worship, beauty, shoes, convenience, fast_food, beauty, fast_food, dry_cleaning, restaurant, convenience, fast_food, convenience, artwork, fast_food, viewpoint, information, telecommunication, fast_food, veterinary, pub, restaurant, restaurant, restaurant, dentist, restaurant, restaurant, restaurant, restaurant, musical_instrument, convenience, beauty, dentist, hairdresser, dry_cleaning, cannabis, dry_cleaning, restaurant, restaurant, supermarket, supermarket, restaurant, animal_boarding, post_office, fast_food, hairdresser, beauty, dentist, doctors, cafe, dentist, museum, conference_centre, aquarium, exhibition_centre, museum, planetarium, theatre, attraction, conference_centre, supermarket, museum, place_of_worship, convenience, fuel, conference_centre, theatre, museum, fast_food, artwork, post_office, place_of_worship, music_school, hotel, restaurant, place_of_worship, fast_food, place_of_worship, fast_food, police, social_facility, car_wash, clinic, guest_house, information, car_repair, hotel, car_repair, fast_food, bank, bank, kindergarten, theatre, aquarium, artwork, events_venue, ticket, ticket, conference_centre, conference_centre, kindergarten, restaurant, food_court, kindergarten, school, theatre, bicycle_rental, bicycle_rental, car_wash","Big Beaver Totem Pole, Daphne 1, Culture Earth and Earth's Moon, Dunkin', Baskin-Robbins, Subway, Field Museum, Calumet Ave & 18th St, Wabash Ave & Roosevelt Rd, PNC Bank, Michigan Ave & 14th St, Michigan Ave & 18th St, Crave Cafe and Lounge, America's Courtyard, Spiral Galaxy, Man with Fish, Olmec Head, Willie Dixon's Blues Heaven Foundation, The Spoke & Bird, Brachiosaurus Replica, American Doughboy, Brighter Dental of South Loop, Burnham Harbor, Shedd Aquarium, Vice District Taproom, FAME Center, Oliver's, Flo & Santos, Reggie’s Trainwreck Rooftop Deck, Reggies Music Joint, The Bureau Bar, Victory Tap Chicago, Weather Mark Tavern, Little Branch Cafe, Kai Sushi, M Lounge, Showroom Food Hall, Woven + Bound Restaurant, Papa John's, Calumet Ave & 21st St, Soundings Cafe, Dolphin, Beluga, Sea Lion, Sea Otter, Penguins, Geography Earth, Soldier Field Pick-up/Drop-off, McCormick Place North Pick-up/Drop-off, McDonald's, Connie's Pizza, 22nd Street Cafe, McCormick Place South Pick-up/Drop-off, Daphne 2, Momentum Coffee, Giordano's Pizzeria, Pizano's Pizza, Field Museum Map, Boat Drinks, South Asia Institute, George Halas, Walter Payton, La Cantina Bar & Grill, RUSH South Loop, Sue the Dinosaur, Maddie's Closet, Awaken Chicago, Girlfriend's Spa, Unique Shoe, L'Africa L'afrique Market, Kim and Carlo‘s Chicago Style Hot Dog Store, Bella Mia, Fruitful Delight Smoothie & Juice Bar, Cleaners, AO Hawaiian Hideout, South Loop Market, Jimmy John's, McCormick Market, Mending Wall, Shark's Fish & Chicken, GFiber, Harold's Chicken Shack, Metropolitan Veterinary Clinic, The Staley, Casa Tulum, Brulee, Southern Chicago, DentArt Chicago, Il Culaccino, Chicago Oyster House, Sumi Japanese Restaurant, Nepal House, PianoForte Chicago, Alfa Foods, LA Tan, Dentologie, Andy's Hair Studio, June 1250 Cleaners, Chi'Tiva, Four Seasons Dry Cleaners & Tailoring, Chicago Waffles, Mikami, Go Grocer, Go Grocer, Siam Thai Eatery, Pups Pet Club, The UPS Store, Pure Green, Urban Hair, Orlando Salon, Dental Group Of Chicago, Weissbluth Pediatrican, Overflow Coffee, Sloop Dental, Glessner House Museum, McCormick Place Convention Center, Shedd Aquarium, McCormick Place, Field Museum, Adler Planetarium, Huntington Bank Pavilion at Northerly Island, Doane Observatory, McCormick Place Lakeside Center, Jewel-Osco, Henry B. Clarke House, Old Saint Mary's Church, Pride, BP, McCormick Place South Building, Reggies Music Joint, Chess Studio, White Castle, Jane Addams Memorial (Helping Hands), 22nd Street Post Office, Second Presbyterian Church, Sherwood Music School, Hotel BnB, The Chicago Firehouse Restaurant, Gospel Way Bible Church, Uncle Joe’s Rum Bar & Grill, Soka Gakkai International Buddhist Center, Dunkin', Cook County Sheriff's Police Substation, Senior Suites Central Station, BP, Saint Agnes Health Center, Wheeler Mansion, Northerly Island Visitor Center, Firestone, Marriott Marquis, Goodyear, Museum Campus Cafe, First American Bank, Lakeside Bank, KinderCare, Phelps Theater, Rice Amplitheater & Abbott Oceanarium, Man Enters The Cosmos, McCormick Place North Building, Grand Concourse, The Goddard School, Soundings café, Bubble Net Food Court, Old St. Mary's School, Arie Crown Theater, Adler Planetarium, Wabash Ave & 16th St"
17031330200,21,10,"bicycle_rental, artwork, artwork, restaurant, restaurant, bank, fast_food, artwork, artwork, restaurant, car_parts, restaurant, fast_food, boat_rental, artwork, school, bank, police, supermarket, school, school","State St & 19th St, Stone Talk, Justice Laura C. Liu, Tapas Valencia, My Place, Chase, Sarpino's Pizzeria, Leonard M. Louie, Burger Point, Douglas Truck Parts, Cafe Bionda, Subway, REI Co-op Kayak Rentals at Ping Tom Memorial Park, Return of the Yellow Cranes, South Loop Elementary School, PNC Bank, Chicago Police Department 1st District, Mariano's Fresh Market, Daystar Academy, Perspectives Rodney D. Joslin High School"
17031340300,6,5,"restaurant, bicycle_rental, bicycle_rental, fast_food, social_facility, school","Franco’s Ristorante, Shields Ave & 28th Pl, Shields Ave & 31st St, Carbon Mexican Grill, Long Life Apartments, James Ward Elementary School"
17031340400,16,10,"place_of_worship, place_of_worship, place_of_worship, supermarket, restaurant, bakery, restaurant, cafe, rental, restaurant, restaurant, fishing, fast_food, storage_rental, school, school","Saint Jerome's Croatian Catholic Church, Santa Lucia Catholic Church, Santa Maria Roman Catholic Church, Fat Lee Supermarket, Furama Restaurant, Dim Dim, Lawrence Fish Market Chinatown, Joy Cafe, U-Haul, Dragon Bowl, Grand Palace, Wentworth Bait Shop, Ferro's, U-Haul, Saint Jerome School, Santa Lucia School"
17031340500,12,9,"place_of_worship, school, bakery, bar, bar, restaurant, bar, bicycle_rental, ticket, ticket, convenience, fuel","Liberty Union Baptist Church, Sisters of Notre Dame School, Biscotti’s Galore and More, ChiSox Bar & Grill, Cork and Kerry at the Park, Stix n Brix Wood Fired Pizza, Turtles Bar and Grill, Wentworth Ave & 33rd St, Shell, Shell"
17031340600,11,6,"bicycle_rental, ticket, ticket, ticket, ticket, bar, bar, artwork, school, place_of_worship, artwork","Wentworth Ave & 35th St, Miler High Life Sky Lounge, Garenteed Rate Club, James R. Thompson, Air Force Academy High School, Progressive Baptist Church"
17031350100,2,2,"bicycle_rental, artwork",MLK Jr Dr & 29th St
17031350400,4,4,"bicycle_rental, school, place_of_worship, hotel","State St & 29th St, John B. Drake Elementary School, Allen Temple African Methodist Episcopal Church, Wyndham Chicago McCormick Hotel"
17031351000,23,14,"supermarket, bicycle_rental, bicycle_rental, ice_cream, fast_food, post_office, clothes, fast_food, mobile_phone, fast_food, bicycle_rental, information, restaurant, fast_food, beauty, artwork, place_of_worship, school, fast_food, place_of_worship, bar, fast_food, restaurant","Jewel-Osco, Fort Dearborn Dr & 31st St, Rhodes Ave & 32nd St, Baskin-Robbins, Wingstop, The UPS Store, Rainbow, Taco Bell, AT&T, Dunkin', Lake Park Ave & 35th St, Home Run Inn Pizzeria, Threading Zone, La Ronda Parkata, Olivet Baptist Church, Olivet Baptist Church Day Care Center, White Castle, Sixth Grace United Presbyterian Church, Culver's"
17031351100,5,3,"bank, school, supermarket, bank, school","Self-Help Federal Credit Union, James R. Doolittle Elementary School, Mariano's Fresh Market, CIBC Bank USA, Urban Prep Charter Academy for Young Men"
17031351400,12,10,"artwork, social_facility, alcohol, artwork, library, restaurant, bank, place_of_worship, clinic, social_facility, arts_centre, school","The Renaissance Collaborative, Rothschild Liquors, Bronzeville Renaissance Mural, Chicago Bee Branch Library, Chicago Rib House, Providence Bank & Trust, Indiana Avenue Pentecostal Church of God, Near South Health Center, Matthew House, South Side Community Art Center (SSCAC), Perspectives/IIT Math & Science Academy"
17031351500,4,4,"fast_food, cafe, bank, copyshop","Jimmy John's, Starbucks, PNC Bank, FedEx Office"
17031360200,3,2,"place_of_worship, community_centre, community_centre","West Point Baptist Church, Arts & Recreation Center at Ellis Park, Oakwood Center"
17031380100,14,7,"bicycle_rental, cafe, cafe, restaurant, bicycle, place_of_worship, place_of_worship, place_of_worship, place_of_worship, place_of_worship, university, school, school, school","Cottage Grove Ave & Oakwood Blvd, Ain’t She Sweet Cafe, Sip & Savor, Cleo's Southern Cuisine, Small Shop Cycles & Service, Holy Angels Catholic Church, Blackwell-Israel Samuel A.M.E. Zion Church, South Central Church of Christ, Monumental Baptist Church, Jacob H. Carruthers Center for Inner City Studies, Holy Angels Catholic School, Former Holy Angels School, James Farmer Jr. Elementary School"
17031380200,6,6,"social_facility, place_of_worship, car_wash, variety_store, fuel, convenience","WIC Grocery, Morning Star Baptist Church, BP, Dollar General, BP, BP Shop"
17031380500,2,2,"bicycle_rental, school","State St & Pershing Rd, Bronzeville Classical School"
17031380700,7,3,"fast_food, place_of_worship, place_of_worship, place_of_worship, place_of_worship, place_of_worship, school","Bronzeville Wingz, First Church of Deliverance, St. Paul Church of God in Christ, Church of The Living God CWFF, Al Sadiq Mosque, United House of Prayer for All People"
17031381200,12,8,"bicycle_rental, cafe, bar, gallery, artwork, artwork, artwork, artwork, place_of_worship, place_of_worship, bank, theatre","MLK Jr Dr & 47th St, Spoken Word Cafe, Renaissance Bronzeville, Gallery Guichard, Mayor Harold Washington, Second Faith Temple, Liberty Baptish Church, GN Bank, Harold Washington Cultural Center"
17031381400,16,12,"restaurant, bakery, artwork, artwork, fast_food, artwork, artwork, bicycle_rental, clothes, shoes, library, place_of_worship, events_venue, place_of_worship, convenience, fuel","Dirty Tiff's Cafe, Pookie Crack Cakes, Tony's Carryout, Wabash Ave & 49th St, Dress Code Clothing, Shoe Avenue, George C. Hall Branch Library, Cathedral Missionary Baptist Church, Charles A. Hayes Family Investment Center, Progressive Community Church, BP Shop, BP"
17031381500,10,10,"alcohol, cafe, ice_cream, hairdresser, convenience, supermarket, fast_food, beauty, butcher, place_of_worship","200 Cut Rate Liquors, Sip & Savor, Shawn Michelle's Homemade Ice Cream, Africa Hair Braiding, Adom African Market, Kennedy Fish & Chicken, Baby Beauty Bar, Parker House Sausage Company, Omega Missionary Baptist Church"
17031381700,2,2,"clinic, school","DaVita Dialysis Woodlawn, Beethoven Elementary School"
17031381800,21,11,"school, restaurant, bicycle_rental, fast_food, cafe, artwork, artwork, school, school, furniture, pawnbroker, place_of_worship, place_of_worship, place_of_worship, social_facility, place_of_worship, place_of_worship, school, school, school, marketplace","Corpus Christi School, Friistyle, Calumet Ave & 51st St, The Hot Dog Box, Southside Grinds Coffee Co., Walter Dyett, Kobe Bryant Memorial, Bronzeville Scholastic Institute, Daniel Hale Williams Preparatory School of Medicine, Glam Furniture, United Loan Co., Greater Mount Moriah Baptist Church, Saint Luke United Methodist Church, Forrestville Hyde Park Congregation of Jehovah Witnesses, Fred C. Matthews III Senior Housing, Corpus Christi Roman Catholic Church, Greater King David M.B. Church, Educare Chicago, DuSable High School Campus, Boxville"
17031381900,8,6,"artwork, clinic, information, place_of_worship, place_of_worship, place_of_worship, pharmacy, hospital","George Washington Memorial, John Sengstacke Health Center, Washington Park, McGee Temple, First Tabernacle Community Church, Old Friendship MBC, Outpatient Pharmacy, Provident Hospital of Cook County"
17031390100,25,16,"fast_food, pharmacy, department_store, alcohol, restaurant, dry_cleaning, paint, fast_food, fast_food, bank, ice_cream, restaurant, fast_food, artwork, chemist, fast_food, beauty, fast_food, dry_cleaning, hairdresser_supply, laundry, fast_food, beauty, supermarket, place_of_worship","Italian Fiesta Pizzeria, Walgreens, Ross, Binny's Beverage Depot, The Original Pancake House, Kenwood Cleaners, Sherwin-Williams, Subway, Dunkin', Citibank, Baskin-Robbins, Beggars Pizza, Charleys Philly Steaks, Walgreens, JJ Fish & Chicken, Eyebrow Threading Studio, Fung's Chop Suey, Spotless Solutions, Beauty Supply, Your Neighborhood Laundromat, Taco Pro's, Hyde Park Nail Salon, One Stop Foods, Masjid Al-Faatir"
17031390200,13,9,"bicycle_rental, arts_centre, cafe, artwork, bicycle_rental, convenience, restaurant, artwork, place_of_worship, place_of_worship, fuel, school, place_of_worship","Greenwood Ave & 47th St, Little Black Pearl Art Gallery, Carver 47 Cafe, Gwendolyn Brooks: The Oracle of Bronzeville, Woodlawn Ave & Lake Park Ave, BP Shop, Gorée Cuisine, Carver 47, St. Ambrose Catholic Church, Kenwood United Church of Christ, BP, Ariel Community Academy, Pleasant Gift Missionary Baptist Church"
17031390300,17,11,"bicycle_rental, fast_food, fast_food, convenience, restaurant, restaurant, beauty, beauty, clinic, school, social_facility, variety_store, social_facility, post_office, fast_food, place_of_worship, place_of_worship","Cottage Grove Ave & 43rd St, Mr. Captain Hook, Just Turkey Grill, Tony's Stop & Save, Surf's Up Bronzeville, De Rice, Egyptian Style, Queen Noir, UChicago Medicine Kenwood, King College Prep, Centers For New Horizons: Effie Ellis Center, Family Dollar, Kenwood Village, Henry W. McGee Post Office, Popeyes, Hyde Park Seventh-day Adventist Church, Church of God"
17031390400,12,10,"information, artwork, hairdresser, artwork, hairdresser, furniture, fast_food, school, place_of_worship, community_centre, bank, car_parts","Washington Park, Another Barber Shop, Blessed Hands Hair Studio, Everyhome Furniture, Red Snapper, Reavis Elementary School, First Baptist Church of Chicago, Operation PUSH Community House, BMO, O'Reilly Auto Parts"
17031390500,2,2,"place_of_worship, school","KAM Isaiah Israel Temple, Israel School"
17031390600,4,3,"bicycle_rental, books, school, school","Dorchester Ave & 49th St, Call & Response, Shoesmith Elementary School, Ancona School"
17031390700,12,11,"bicycle_rental, artwork, cafe, arts_centre, convenience, place_of_worship, library, school, fuel, hotel, bus_station, bicycle_rental","Blackstone Ave & Hyde Park Blvd, Ecstasy, Almendro Cafe, Hyde Park Art Center, BP Shop, St. Paul and the Redeemer Church, Blackstone Memorial Library, Kenwood Academy, BP, Chicago Lake Shore Hotel, Lake Park & 47th Street Terminal, Lake Park Ave & 47th St"
17031400300,18,10,"bicycle_rental, artwork, bicycle_rental, bicycle_rental, clinic, museum, artwork, museum, place_of_worship, fuel, place_of_worship, convenience, fast_food, fuel, social_facility, place_of_worship, school, convenience","Prairie Ave & Garfield Blvd, Gotthold Ephraim Lessing, DuSable Museum, MLK Jr Dr & 56th St, Washington Park Children's Free Health Clinic, DuSable Black History Museum and Education Center, Fountain of Time, African American Firefighters Museum, Greater Bethesda Baptist Church, Super Save, Hopeful Missionary Baptist Church, McDonald's, Amstar, Chicago Youth Programs, Holy Trinity Missionary Baptist Church, Burke Elementary School"
17031400400,13,9,"community_centre, arts_centre, bar, gift, fast_food, information, artwork, artwork, artwork, convenience, place_of_worship, place_of_worship, arts_centre","A Listening Space, Green Line Performing Arts Center, Odyssey II, L1, Harold's Chicken Shack, Washington Park, Garfield Food Mart, Church of the Good Shepherd, Saint Augustines Cathedral, Washington Park Arts Incubator"
17031400500,14,7,"social_facility, artwork, restaurant, place_of_worship, social_centre, place_of_worship, place_of_worship, place_of_worship, place_of_worship, place_of_worship, place_of_worship, fast_food, school, social_facility","K.L.E.O. Community Family Life Center, Keep Loving Each Other, The Park Bar and Grill, Jubilee Christian Methodist Episcopal Church, American Legion Hall George L. Giles Post, Prayer Garden Church of God in Christ, Greater Metropolitan Baptist Church, Holy Spiritual Temple II, Gorham United Methodist Church, Holy Cross Temple, Coppin Memorial African Methodist Episcopal Church, Burger King, Carter School of Excellence"
17031400800,6,3,"place_of_worship, bicycle_rental, place_of_worship, place_of_worship, place_of_worship, school","Christian Love Baptist Church, Wabash Ave & 59th St, Saint Anselm Catholic Church, Saint Edmund's Episcopal Church, Full Gospel Pentecostal Church, CICS Washington Park School"
17031410100,26,18,"supermarket, bicycle_rental, department_store, restaurant, bar, hairdresser, restaurant, bank, fast_food, hairdresser, car_wash, hairdresser, beauty, gift, hairdresser_supply, dentist, fast_food, cafe, beauty, hairdresser, cafe, place_of_worship, place_of_worship, fuel, convenience, school","Whole Foods Market, Cornell Ave & Hyde Park Blvd, Marshalls, 14 Parish, The Hyde, Hyde Park Barber Studio, Uncle Joe's Jerk Chicken, PNC Bank, Krispy Krunchy Chicken, Chickie Curls Studio, BP, Max & Co Hair Designs, Nikki Nails, Edible Arrangements, Viking General Merchandise, Smile Studio Chicago, Domino's, Love & Light Cafe, Milan Laser Hair Removal, Ossama's Hair Design, Sweet Drip Dessert Cafe, Hyde Park Christian Reformed Church, Congregation Rodfei Zedek, BP, BP Shop, Akiba Schechter Jewish Day School"
17031410500,3,3,"clinic, school, social_facility","Friend Health Cottage Grove Clinic, Kozminski Community Academy, Ronald McDonald House"
17031410600,17,15,"bar, cafe, restaurant, restaurant, bicycle_rental, cafe, theatre, atm, pet, clothes, supermarket, hairdresser, dry_cleaning, artwork, place_of_worship, fire_station, university","Woodlawn Tap, Starbucks, Nile Restaurant, Saucy Porka, Ellis Ave & 53rd St, Definition Theatre, Sprocket & Stone, Kayra Imports, Valley of Jordan, Page Too Hair Design, Ivory #3 Cleaners, Yes And, The Church of Jesus Christ of Latter-day Saints, Chicago Fire Department Engine Company 60, Lutheran School of Theology"
17031410700,38,20,"fast_food, greengrocer, bicycle_rental, bicycle_rental, fast_food, bank, restaurant, alcohol, department_store, restaurant, bank, restaurant, fast_food, bakery, bakery, restaurant, optician, restaurant, restaurant, restaurant, restaurant, restaurant, restaurant, fast_food, arts_centre, telecommunication, hairdresser, money_transfer, dentist, restaurant, fast_food, art, place_of_worship, pharmacy, community_centre, school, school, music","Small Cheval, Hyde Park Produce, Kimbark Ave & 53rd St, Woodlawn Ave & 55th St, Harold's Chicken Shack, Chase, Cedars Mediterranean Kitchen, A&S Beverages, Target, 5 Rabanitos, BankFinancial, Sitdown Cafe and Sushi Bar, Wingstop, Arifa’s Kitchen, Cafe 53, Litehouse, Pearle Vision, Nicky's Chinese Food, Can't Believe It's Not Meat, Nathan's Chicago Style and Taste of Jamaica, Eto'o Modern Asian Cuisine, Shinju Sushi, Jet's Pizza, Taco Bell, 4th Ward, Xfinity, Marimarshe' 2.0 Salon & Suites, Western Union, Comfort Dental Studio, Jerk Yard, Fruve Xpress Juicery, Kilimanjaro International Inc., Saint Thomas the Apostle Catholic Church, CVS Pharmacy, Hyde Park Neighborhood Club, Saint Thomas the Apostle Grade School, Philip Murray Language Academy, Hyde Park Records"
17031410800,74,35,"post_office, bakery, pharmacy, restaurant, fast_food, restaurant, cafe, theatre, bank, restaurant, restaurant, restaurant, variety_store, bank, fast_food, restaurant, tobacco, artwork, doityourself, restaurant, pharmacy, restaurant, fast_food, bar, attraction, hairdresser, supermarket, bank, fast_food, ice_cream, fast_food, cafe, cafe, clothes, fast_food, restaurant, fast_food, atm, shoes, toys, mobile_phone, fast_food, fast_food, pet_grooming, restaurant, hairdresser, post_office, beauty, interior_decoration, atm, cafe, massage, restaurant, pastry, dry_cleaning, bank, frame, restaurant, restaurant, ice_cream, restaurant, bar, dentist, clothes, place_of_worship, books, place_of_worship, clothes, fast_food, cinema, hotel, restaurant, mall, hotel","Lake Park Post Office, La Boulangerie & Co, Walgreens, Pizza Capri, Five Guys, Valois, Starbucks, The Promontory, Fifth Third Bank, Nando's, Rajun Cajun, Chant, Jeffery Dollar Store, Bank of America, Potbelly, Bob's Pizza, Hyde Park Cigars, jenitor, Elston Ace Hardware, Mahari, Katsaros Pharmacy, Virtue, Deep Purpl, Mesler Kitchen | Bar | Lounge, Obama Kissing Rock, Hyde Park Hair Salon, Trader Joe's, Hyde Park Bank, Dunkin', Baskin-Robbins, Subway, Capital One Café, Philz Coffee, Silver Room, Sweetgreen, Ascione Bistro, Chipotle, Wesley's Shoe Corral, toys et cetera, T-Mobile, Papa John's, Roti, A Paw Place, Strings Ramen, Yehia & Co Hair Designs, The UPS Store, Happy Nails, Recycled Modern Hyde Park, Hyde Park Bank, Stan's Donuts & Coffee, Bettye O Day Spa, Red Snapper, Strugglebeard Bakery, Hyde Park Cleaners, Vicinity Credit Union, The Great Frame Up, Jordyn's Soul Cafe, Ja' Grill, Kilwins, Daisy's Po-Boy and Tavern, Cantina Rosa, Smile Design Studio Of Hyde Park LLC, Fashion Geek, St. Makarios Orthodox Mission, Barnes & Noble, United Church of Hyde Park, Akira, McDonald's, Harper Theater, Sophy Hotel, Giordano's Pizzeria, Hyde Park Shopping Center, Hyatt Place Chicago-South/University Medical Center"
17031410900,12,10,"restaurant, restaurant, cafe, bar, bar, beauty, craft, convenience, dentist, clothes, artwork, university","Litehouse Whole Food Grill, Tacos El Pastor 53, Sip & Savor, Falcon Inn, The Cove Lounge, Black Beauty Collective, Fiber Friends Studio, Quick Snacks, Manus Dental, Gilda Designer Thrift Boutique, Academic Conference Center - Catholic Theological Union"
17031411000,49,22,"bicycle_rental, bicycle_rental, supermarket, restaurant, restaurant, restaurant, variety_store, deli, information, viewpoint, bicycle_rental, florist, restaurant, books, cafe, artwork, gift, ticket, gift, restaurant, restaurant, bicycle_rental, attraction, information, locksmith, information, atm, information, cafe, viewpoint, cinema, picnic_site, picnic_site, picnic_site, picnic_site, picnic_site, picnic_site, dry_cleaning, museum, attraction, social_facility, books, museum, school, school, information, bicycle_rental, artwork, museum","Shore Dr & 55th St, Lake Park Ave & 56th St, Open Produce, The Snail, Dawn A.M. Eatery, Kikuya Japanese Restaurant, Cornell Dollar Plus, Morry's Deli, Garden of the Phoenix, Harper Ave & 59th St, Cornell Florist, Siam Thai Cuisine, First Aid Comics, Belly Up, Mother Peace, Admissions, Thai 55, Huaraches Mexican Restaurant, Hyde Park Blvd & 55th St, U-505 Submarine, Security Shop, Stan's Donuts & Coffee, Giant Dome Theater, Jackson Park - Grove 9, Jackson Park - Grove 10, Jackson Park - Grove 8, Jackson Park - Grove 7, Jackson Park - Grove 6B, Jackson Park - Grove 6A, Griffin Museum of Science and Industry, Japanese Garden, Montgomery Place, Powell's Books Chicago, Hyde Park Historical Society Museum, Bret Harte Elementary School, University of Chicago Laboratory School Early Childhood Campus, Meuseum of Science and Industry, Museum of Science & Industry, Sky Landing, Obama Presidential Center Museum"
17031411100,17,12,"restaurant, restaurant, hairdresser, information, dry_cleaning, hairdresser, bicycle, clinic, wine, restaurant, atm, fast_food, animal_boarding, convenience, fast_food, dry_cleaning, bicycle_rental","Maravilla's, Salonica, 57th Street Hair Salon, Jackson Park, Vogue Cleaners, University Hair Stylists, Tamago, Howard Brown Health, 57th Street Wines, B'Gabs Goodies, Jimmy John's, Hyde Bark Dog Walking and Pet Care, Harper Foods, Subway, The Golden Touch, Blackstone Ave & 59th St"
17031411200,18,13,"cinema, books, cafe, restaurant, bakery, books, hairdresser, bank, post_office, cafe, bar, restaurant, atm, attraction, place_of_worship, school, school, restaurant","Max Palevsky Cinema, 57th Street Books, TrueNorth Cafe, Noodles Etc, Medici Bakery, Seminary Co-op Bookstore, Hair Design International, Hyde Park Bank, FedEx Office, Plein Air Cafe, The University of Chicago Pub, Seoul Taco, Frederick C. Robie House, 57th Street Meeting of Friends, William H. Ray Elementary School, University of Chicago Laboratory School, Medici on 57th"
17031420100,20,10,"artwork, bicycle_rental, viewpoint, bicycle_rental, pub, viewpoint, viewpoint, viewpoint, viewpoint, viewpoint, viewpoint, viewpoint, restaurant, viewpoint, picnic_site, picnic_site, theatre, library, school, community_centre","Flock, 63rd Street Beach, Cornell Dr & Hayes Dr, Reggies On The Beach, Leon's Bar-B-Q & Grill, Jackson Park - Grove 19B, Jackson Park - Grove 19A, The Elie Wiesel Auditorium, Obama Presidential Center Chicago Public Library, Hyde Park Academy High School, Barack Obama Presidential Center"
17031420200,11,10,"bicycle, cafe, restaurant, marketplace, restaurant, library, school, place_of_worship, social_facility, conference_centre, hotel","Blackstone Bicycle Works, Build Coffee, Truth Be Told, 61st Street Farmers Market, BARDAVID, Center for Research Libraries, Carnegie Elementary School, Cornerstone Baptist Church, Parkshore Estates, Rubenstein Forum, The Study at the University of Chicago"
17031420300,8,6,"library, convenience, bicycle_rental, fast_food, fast_food, information, place_of_worship, place_of_worship","D'Angelo Law Library, Midway Market, Ellis Ave & 60th St, Arley D. Cathey Dining Commons, Woodlawn Dining Commons, Christ Church Chicago, Woodlawn Baptist Church"
